mti,processingCode,transactionAmount,dateTimeTransaction,cardholderBillingConversionRate,stan,timeLocalTransaction,dateLocalTransaction,expiryDate,conversionDate,merchantCategoryCode,posEntryMode,acquiringInstitutionCode,forwardingInstitutionCode,rrn,cardAcceptorTerminalId,cardAcceptorId,cardAcceptorNameLocation,cardBalance,additionalData48,transactionCurrencyCode,cardholderBillingCurrencyCode,posDataCode,originalDataElement,channel,encryptedPan,network,dcc,kitNo,factorOfAuthorization,authenticationScore,contactless,international,preValidated,enhancedLimitWhiteListing,transactionOrigin,transactionType,isExternalAuth,encryptedHexCardNo,isTokenized,entityId,moneySendTxn,mcRefundTxn,mpqrtxn,authorisationStatus,latitude,longitude
88,50,46,2093-01-07 14:50:32.001966,45,29,28,45,60,52,16,57,67,89,78,6,56,18,42,36,6,33,31,39,19,40,100,99,6,6,91,13,68,90,100,5,98,87,72,9,0,32,24,77,88,70.78528250143907,93.1204490157088
27,63,20,2026-04-18 14:12:12.000253,32,57,95,7,68,20,21,67,4,40,24,95,65,92,67,65,51,0,90,20,17,79,46,4,8,94,26,50,68,87,45,81,77,38,49,42,13,15,30,5,53,68.6748573024031,161.88483620902855
43,87,45,2085-08-28 01:54:58.008801,6,54,33,71,52,92,24,88,67,64,22,17,39,62,83,51,24,7,13,60,25,0,14,39,63,97,27,43,54,88,72,98,31,50,18,67,36,23,7,74,52,81.1164787362548,98.14691425433688
88,20,8,2051-06-04 23:12:16.005577,18,36,76,64,79,57,64,29,75,55,11,59,99,6,34,15,23,26,49,30,91,13,84,89,31,7,81,30,86,56,18,32,4,88,73,97,75,77,27,52,14,6.445669361094602,-33.053156430612574
6,73,18,1943-02-26 17:51:42.001015,26,48,82,21,9,90,12,30,46,18,46,51,61,12,54,100,54,39,99,13,26,50,80,4,86,77,34,7,48,5,25,91,39,21,81,74,99,11,79,99,10,-5.372764682230454,-51.673299287643346
72,29,26,1903-11-02 17:15:59.009882,38,80,33,62,52,51,82,2,91,32,66,17,89,40,42,84,87,55,1,0,46,12,54,88,11,20,91,81,94,83,79,42,35,75,6,5,3,60,64,97,22,26.11364371131512,-128.7415705034859
23,93,44,1927-08-09 04:44:02.007825,18,86,44,2,4,3,65,15,24,71,23,30,99,80,49,24,56,3,14,96,85,19,3,53,100,95,8,93,94,100,7,91,85,89,49,60,81,24,63,48,84,88.0862468125516,171.11061322508158
28,94,11,2015-12-14 11:09:54.008209,73,39,90,32,66,5,8,1,92,43,37,80,40,53,26,51,32,22,84,11,51,27,85,4,34,3,62,17,31,32,67,20,55,34,76,92,47,45,16,54,72,-73.80090766226435,-92.73513549553505
40,10,25,1955-09-18 12:08:02.002344,62,17,81,57,67,66,34,38,14,72,94,49,78,79,78,10,28,88,66,95,37,23,72,92,73,97,63,35,83,77,36,15,15,7,32,89,27,18,79,31,100,-60.51062049084208,-122.2901979322782
80,74,41,1982-02-28 01:11:05.006869,69,66,93,32,25,18,7,80,30,0,99,74,27,42,18,48,26,45,27,9,95,28,12,34,38,18,23,94,67,35,33,65,80,31,80,97,8,51,76,1,89,70.48168461925812,123.52386564228675
56,56,63,2062-01-14 03:35:27.000985,50,79,35,34,55,55,33,74,37,94,42,53,58,93,4,29,11,22,86,87,11,25,43,22,44,6,60,45,27,81,6,33,5,74,79,35,18,14,94,43,10,61.63459067708763,104.86898699290191
5,41,57,2036-01-17 12:27:44.005147,76,45,37,43,21,56,24,11,37,79,16,85,90,72,44,35,70,56,52,6,68,24,46,2,62,100,88,59,41,48,56,41,53,11,40,84,98,83,53,37,73,-75.86045868982936,30.513373414156064
30,43,15,2079-10-25 03:42:54.001287,85,47,56,11,68,78,55,40,75,14,85,59,88,16,59,80,66,30,98,38,39,49,87,18,1,78,100,62,52,59,21,18,1,49,65,0,32,41,23,12,97,-43.74658794574734,-126.60276129883131
55,21,18,1960-02-05 15:29:26.002210,67,18,6,49,41,58,36,58,86,45,4,48,66,41,2,61,3,18,32,43,84,3,47,43,67,37,8,68,53,55,55,89,7,75,34,0,63,66,74,39,78,-83.9111402027325,-157.27713398530196
30,84,48,1932-07-19 08:35:49.008777,76,4,40,84,26,41,3,1,17,97,68,44,17,81,13,41,16,25,91,68,6,51,62,8,76,56,84,17,89,56,70,31,14,12,73,41,9,34,25,29,67,-26.792402570193218,-82.99322122910266
31,92,81,1923-02-18 02:16:26.005829,23,100,100,86,23,43,71,72,53,71,90,54,69,59,56,24,54,39,96,7,47,0,15,2,82,92,89,66,32,42,93,65,62,48,40,56,89,18,76,83,84,43.917701370641794,168.07765693798342
18,15,21,1938-04-02 22:46:22.008018,50,42,34,59,11,74,56,2,81,40,10,0,3,81,2,86,88,11,0,35,3,25,33,22,32,44,44,91,96,64,67,68,27,69,0,14,50,35,58,57,90,-63.09188236390305,-125.15875255151893
78,90,8,2023-01-14 09:09:23.004803,17,94,36,59,33,0,35,41,29,64,73,55,55,23,39,5,45,66,42,16,83,80,38,62,79,27,46,73,55,94,32,42,86,60,75,20,13,37,90,70,13,-21.910341284228963,-72.41008245551166
37,35,47,2089-09-04 13:23:38.004120,3,11,38,41,76,62,35,5,40,54,88,31,72,64,93,8,25,20,88,82,8,91,51,92,73,0,25,90,58,92,68,41,92,72,41,31,33,34,9,31,83,-10.25667625169433,-29.94578740798292
67,62,88,1910-10-09 15:54:27.004889,23,90,3,53,83,100,88,14,8,10,70,98,59,69,22,15,65,85,73,16,89,65,12,34,66,94,74,77,46,39,36,11,92,5,45,88,90,27,8,96,6,2.5393791809250246,-58.85849116810593
93,5,71,1949-05-11 07:02:50.003973,73,42,36,91,32,75,43,88,14,91,30,58,88,29,31,80,72,44,12,72,30,80,91,26,58,65,9,82,32,35,32,47,82,63,68,80,57,53,71,57,24,-57.325718165338024,113.60490478429227
61,44,54,1972-03-03 11:15:08.008669,24,18,91,13,36,2,53,20,43,98,38,88,56,44,66,93,8,25,13,22,95,48,35,65,58,36,28,16,90,87,84,62,42,52,0,62,15,37,60,11,88,8.366723834726315,176.588365843781
63,53,47,2093-07-05 02:53:41.007280,8,5,97,74,94,51,28,56,0,85,35,98,17,94,89,29,37,69,52,14,27,10,58,47,76,92,26,25,54,48,66,58,34,10,52,49,58,2,86,77,61,-7.597748662575469,-114.79858413223661
22,68,84,2085-09-23 07:28:53.007079,13,23,23,9,57,32,34,81,58,74,4,51,83,8,56,7,19,88,51,61,39,22,11,13,99,60,40,31,21,92,35,72,50,41,82,96,94,39,78,68,94,-47.52214752225187,69.61794610869674
77,14,54,1950-07-07 16:35:42.002822,45,72,2,59,88,86,81,69,7,62,80,36,83,92,21,94,42,16,23,93,5,64,31,9,52,56,25,63,47,8,1,89,21,80,74,40,40,3,75,77,70,-55.054078358393234,-19.810179804577302
39,62,81,1972-04-15 08:24:48.009154,17,46,0,90,69,53,73,68,14,82,90,43,77,77,43,56,47,76,13,8,26,71,88,33,55,61,69,5,39,39,70,65,7,11,6,95,38,50,82,49,25,-21.83734573496487,-71.6031670726078
46,25,85,1982-07-27 03:42:21.002411,31,56,39,83,70,47,55,60,17,31,26,73,15,69,90,97,86,35,100,75,5,49,67,95,88,75,64,74,70,26,54,90,62,77,69,0,41,77,10,24,38,80.73595673337707,-18.108826703350786
4,81,47,2001-02-04 22:28:08.007083,13,100,96,49,9,98,21,93,74,17,21,71,7,61,40,25,9,41,13,81,14,63,80,86,60,87,40,13,32,7,27,91,62,58,81,39,9,6,64,12,60,55.15779443254178,43.46463035049925
76,67,54,1957-08-13 08:17:00.002500,16,23,18,30,36,91,25,22,24,8,9,19,96,9,20,25,66,32,59,98,32,95,39,12,100,47,74,77,64,30,79,9,61,9,51,41,62,62,68,53,47,5.155805779057559,-169.49417652576585
63,12,46,2097-10-17 13:37:46.003644,97,79,85,57,40,26,62,6,73,69,9,14,32,78,63,92,87,45,70,81,2,4,91,42,54,93,83,75,59,44,2,42,89,89,37,26,34,45,4,21,78,48.63889427500084,10.249442602300974
87,69,2,2003-03-10 23:59:53.004952,63,10,92,14,66,71,78,45,36,60,75,23,30,28,2,62,78,8,78,79,91,47,55,49,70,78,40,5,89,2,67,59,3,47,26,100,58,11,9,17,95,-87.31583709963257,5.62517616421772
10,57,73,2097-05-03 00:59:37.009547,93,54,11,88,35,99,90,72,12,12,18,7,43,93,58,39,35,48,80,70,12,100,85,1,33,61,28,18,28,64,64,32,47,33,69,26,86,72,18,99,23,30.570645410288122,135.8392110805953
82,33,30,1901-08-02 06:05:39.007160,52,44,86,80,83,8,83,59,54,26,22,41,0,36,17,70,78,95,25,33,6,80,92,13,24,43,55,32,13,4,31,85,29,21,99,61,16,34,44,87,10,-77.22599261513399,163.72456010597534
82,96,81,2016-06-06 05:00:02.003615,99,26,8,62,33,17,23,21,76,4,86,75,36,33,1,5,17,29,0,17,96,9,25,27,85,12,47,54,52,56,62,71,54,31,82,54,2,11,1,61,77,-84.08036600585389,-100.35569582356574
48,21,20,2061-11-14 04:27:49.005769,92,29,8,67,44,64,74,13,16,3,62,1,1,98,0,84,11,17,2,7,16,52,19,68,99,56,37,30,0,18,77,73,8,28,80,78,4,82,24,19,32,-0.15327231233145255,-135.2183189240149
25,37,79,2085-09-11 14:26:37.006278,83,88,80,9,10,20,68,80,89,19,49,81,12,28,91,6,84,58,40,100,42,16,47,22,12,26,57,33,92,51,61,34,8,57,49,18,33,26,78,15,29,-58.34139810640527,-67.31975618265439
72,51,9,2015-12-18 17:58:35.000338,9,5,100,47,70,88,67,59,80,30,61,17,56,87,61,46,25,19,33,29,38,32,50,37,48,92,43,13,56,47,32,85,29,47,89,88,12,60,10,38,46,-16.44803854507454,-78.30409232952881
1,80,14,1947-05-23 04:20:18.007440,13,100,90,11,72,94,28,50,80,80,77,99,47,58,14,58,56,1,2,91,45,87,82,71,94,73,60,87,27,56,1,83,44,30,82,13,50,92,91,63,96,41.52390803493424,-85.64240647542087
51,12,14,2086-07-11 07:17:52.002474,97,50,45,52,20,76,99,23,97,20,8,98,56,84,13,99,36,1,74,44,78,32,67,99,80,51,53,85,1,97,84,30,37,10,82,54,47,36,38,4,66,46.287906974602976,-116.37215575892667
9,54,81,2080-08-07 00:10:58.006394,76,78,79,92,35,45,48,59,84,89,24,22,16,33,58,41,19,73,5,25,8,15,75,99,0,24,13,87,22,2,24,29,77,5,91,74,25,50,11,36,5,29.66734312815872,13.469589174390507
74,92,67,1981-05-23 04:48:38.006074,35,31,58,30,16,29,66,68,44,100,15,25,13,99,72,55,58,97,52,9,72,59,21,29,32,41,30,45,27,53,81,7,17,75,60,92,46,19,17,51,69,73.85584423016698,144.24407679723254
98,50,12,2057-04-06 04:00:02.006355,12,49,73,2,80,68,69,80,73,66,86,2,61,28,44,35,84,28,12,44,45,70,22,61,78,78,17,31,69,39,74,14,72,85,79,41,69,25,72,55,53,20.720878945829966,-95.76105591711016
18,92,17,1931-11-13 05:00:38.002321,4,85,68,29,54,30,3,32,28,40,36,85,55,7,83,60,76,15,39,99,18,85,86,51,87,3,77,23,78,90,40,66,21,9,71,93,65,15,37,34,63,24.268871216365127,-175.24200283154892
88,58,63,1976-06-08 00:56:07.004984,89,29,23,3,57,33,73,23,57,0,74,39,84,17,32,53,41,42,23,54,54,89,10,47,95,57,7,55,61,43,7,38,48,25,68,57,10,57,33,77,78,79.69093785483508,113.91258187939786
39,12,1,2085-07-11 15:39:01.002518,60,68,60,24,23,92,91,49,8,51,61,42,85,18,51,30,11,71,70,45,30,75,85,71,79,99,96,34,31,21,73,1,70,66,67,100,82,63,34,58,17,88.76234975497198,152.757605097897
88,94,47,1978-03-08 23:22:29.000439,34,56,32,67,91,99,74,11,50,42,91,85,88,8,96,100,38,2,96,74,76,12,47,69,79,49,8,46,20,11,32,72,55,3,50,40,60,48,1,63,67,-86.63041094056811,23.62972124240801
21,70,1,2019-01-17 23:08:30.004444,69,20,66,89,75,11,69,10,23,18,0,71,48,58,94,25,81,86,21,25,52,40,38,70,63,33,26,37,23,12,40,89,96,89,41,63,44,26,41,57,54,43.189749207659474,-1.8383388458326806
70,31,49,2032-07-16 06:09:25.004149,70,1,47,7,53,99,20,76,26,42,53,84,95,57,82,0,7,48,10,7,61,45,13,11,3,97,2,13,61,80,1,66,72,37,84,81,53,64,2,58,24,25.658710334271845,42.59315482635958
7,19,50,1911-06-13 10:27:28.005832,7,58,72,26,83,97,47,36,45,55,25,75,71,45,37,51,39,41,87,99,37,98,62,19,43,85,7,70,91,52,11,88,13,32,31,79,47,79,27,13,94,45.99776426627318,-68.92264848556893
25,86,70,1934-07-18 19:15:45.005348,5,66,75,91,8,14,52,98,28,29,86,35,6,76,34,91,51,31,55,39,8,25,15,38,35,3,36,50,92,18,96,97,68,86,43,1,76,75,58,16,38,-57.53484442178619,89.05258685457011
74,69,35,1980-11-23 07:43:09.006318,22,46,39,54,13,41,86,64,95,87,25,81,99,10,80,97,55,15,7,22,7,90,19,81,32,39,49,35,37,26,34,52,100,39,42,96,53,11,99,76,91,-39.746720299029896,134.70324450676827
89,98,18,1976-07-05 06:59:34.002626,28,97,63,45,6,53,5,47,66,34,49,56,20,81,64,46,2,73,65,47,21,14,20,92,65,20,54,33,19,2,92,63,19,60,46,25,55,60,36,12,64,-6.624396779188032,48.575160186948665
51,92,38,1983-07-18 20:43:20.005405,91,73,15,60,51,7,76,36,37,22,35,73,29,39,91,95,0,38,71,22,66,20,85,9,22,35,45,57,38,55,44,42,5,12,48,39,29,57,9,97,0,-47.94486595954837,33.91777463433414
74,41,9,2074-12-03 14:41:34.008717,11,11,98,16,41,97,6,21,63,86,35,84,34,6,37,66,18,75,82,15,96,86,9,5,43,10,28,46,69,0,83,79,19,50,62,89,81,95,81,83,35,-28.40087147157341,-14.017644154361875
58,50,100,2005-04-21 23:47:38.001003,0,41,27,86,61,99,37,37,88,91,21,44,93,58,28,86,7,69,50,12,38,38,12,2,60,76,58,7,9,40,81,7,76,27,80,13,35,41,25,45,69,-81.35659421351714,107.22494748694857
38,4,77,2051-04-12 14:57:59.006011,85,51,62,30,51,89,9,74,82,33,66,5,76,11,54,41,53,3,88,32,19,14,18,72,58,88,43,34,0,81,35,23,86,40,7,4,15,6,30,9,60,79.23305955234375,118.60226597846923
69,88,79,2025-10-06 13:54:19.004672,58,35,5,16,100,24,93,77,27,89,76,77,11,2,19,45,79,41,10,11,86,14,97,95,85,47,78,50,12,60,61,76,77,67,17,38,18,38,73,6,65,-88.22569094847167,152.61885166628758
89,38,95,1998-05-04 14:12:22.004010,3,4,36,72,68,73,53,83,30,65,78,38,23,66,39,81,90,48,46,80,82,18,33,86,16,79,79,86,3,19,69,28,24,47,37,52,80,2,92,87,61,-25.056581982942518,176.67155528538996
37,18,56,1936-06-02 08:55:24.000346,96,44,25,68,43,55,49,11,43,25,27,22,34,31,85,89,22,33,97,66,56,74,64,5,4,92,69,82,76,64,87,35,17,4,41,7,15,94,100,64,66,-84.84249618563717,12.224454280457792
6,97,47,1903-11-19 04:06:22.000411,70,35,7,55,66,43,28,31,95,71,75,41,50,57,48,38,51,99,89,37,43,64,78,59,52,96,41,100,22,11,83,54,65,80,57,35,100,41,71,80,58,-79.85742585708903,168.20414650210137
86,12,13,1913-08-08 16:41:59.000171,21,36,24,99,93,28,71,20,26,15,8,55,78,69,7,70,48,42,25,91,16,3,86,85,99,61,39,69,93,73,74,66,55,69,50,41,25,40,80,33,89,84.12826914588342,-131.85431099628974
20,49,48,2043-11-08 09:11:55.007583,93,76,6,97,39,29,67,84,57,88,14,4,30,39,21,76,59,97,39,62,5,96,83,75,20,65,26,98,83,23,16,6,88,99,67,75,1,100,61,42,1,-87.24665690801855,-37.969373985008275
19,15,48,1919-03-05 04:22:56.005453,4,83,49,63,82,3,8,62,2,24,1,37,23,58,87,88,100,53,71,70,20,71,17,65,59,75,94,25,88,38,56,44,23,81,49,47,6,53,58,8,36,15.229345864828844,-100.46354970532359
9,29,54,1906-09-19 18:02:56.008340,88,70,72,83,37,77,71,63,82,98,24,44,69,52,60,2,6,19,0,86,66,59,87,99,68,73,67,89,89,80,55,4,65,66,52,91,55,52,91,47,30,19.06959142058311,2.0253411337567684
6,45,20,1968-01-25 04:08:09.003344,68,27,44,82,44,84,70,54,32,57,40,81,94,6,90,29,29,37,48,41,60,47,29,97,66,3,16,42,45,61,21,47,61,37,89,0,84,7,26,95,52,-79.02629964003081,-60.703190203918126
80,21,81,2046-12-16 16:22:36.001231,75,12,31,10,70,88,33,89,97,24,89,43,24,72,25,7,12,97,6,19,11,54,76,62,14,69,60,4,79,40,94,88,12,36,98,53,74,75,86,74,43,68.85407865285887,-26.36576301296779
72,82,86,1973-06-05 19:34:15.002636,22,69,94,41,21,3,16,46,13,98,10,74,94,21,96,30,76,55,96,99,40,56,48,79,85,26,100,36,97,12,70,37,35,86,32,30,49,66,32,70,60,28.711563520749593,71.07870047785653
91,31,38,2038-12-08 11:06:25.002393,7,47,38,18,4,64,11,84,41,1,32,81,40,35,4,65,17,76,96,63,63,70,24,6,11,74,43,67,76,80,39,39,54,57,81,40,80,9,61,34,81,67.45574126198704,58.39437050308004
65,46,38,1947-03-26 04:11:49.002888,12,7,85,35,27,75,66,35,14,26,26,79,27,32,87,63,45,61,13,11,50,88,49,15,38,51,25,56,95,29,75,26,4,55,92,46,47,98,5,86,100,44.27181930540763,40.77221925216088
61,1,47,2051-03-13 16:19:09.004456,92,66,77,23,91,56,22,1,56,40,100,83,36,23,1,43,16,35,21,86,32,31,6,94,33,45,21,77,82,49,22,46,7,5,89,15,99,23,14,79,87,16.423127216806662,-108.58305148766041
6,42,95,1968-09-11 11:34:07.005024,71,31,36,70,0,97,79,74,24,18,67,71,66,45,24,12,74,0,13,62,36,35,53,39,84,20,69,57,5,16,57,41,84,100,93,22,34,77,54,21,20,22.147352478284205,28.42641791199094
18,95,58,2048-09-01 15:56:52.008605,6,56,67,6,91,32,70,22,70,11,61,93,99,40,67,69,72,39,97,59,21,74,9,21,36,82,94,10,53,63,41,30,11,24,38,24,76,89,3,54,33,-33.54602531064876,-112.49813039276282
51,94,93,1951-03-26 13:23:59.005555,77,25,45,64,60,4,35,51,68,53,69,35,67,90,63,40,86,35,57,94,84,54,58,33,68,10,34,93,59,81,5,32,85,65,88,100,47,35,48,25,23,-88.22915068384962,-140.36459906346244
77,29,21,2022-06-21 18:11:29.005322,81,95,16,35,75,13,43,53,44,53,36,27,76,67,70,83,7,60,70,69,74,94,94,78,52,48,49,92,67,50,70,36,51,43,44,74,87,36,31,0,70,23.29100949836024,-142.4803444763105
48,32,92,2011-02-02 12:45:24.008417,12,82,35,37,97,6,78,42,66,92,21,70,78,8,59,44,47,45,15,10,59,33,98,4,20,3,92,16,40,35,46,24,86,25,41,22,30,23,0,59,83,-55.410742032351116,-10.984123583516322
98,75,49,1977-03-10 19:13:29.008397,20,37,30,82,26,81,97,80,0,29,43,36,82,0,2,69,86,94,23,99,86,51,90,56,78,72,69,16,75,13,100,65,70,15,58,53,11,68,24,69,84,-26.22490708413742,-83.88769530428902
80,78,14,1903-08-16 15:10:58.004056,27,15,16,51,84,25,13,69,56,76,24,43,63,42,93,82,37,33,63,61,97,79,83,56,16,86,35,56,20,98,46,38,31,40,45,9,29,57,64,61,68,-84.13006789544626,-6.671077473750358
25,66,38,2014-05-25 16:41:11.009592,34,43,37,10,84,12,35,15,40,63,11,92,47,10,40,26,72,47,56,16,3,25,67,74,52,90,0,52,20,82,4,18,93,69,0,83,23,8,24,74,88,84.60261845230102,84.71312856995564
66,15,19,1967-08-01 10:07:57.007444,63,76,83,30,48,13,7,82,96,49,89,39,47,90,84,95,16,42,33,43,17,99,14,66,43,10,56,44,72,86,74,25,54,43,29,27,0,34,47,58,54,41.95993414239956,-61.366778804999626
21,21,4,2070-10-05 05:02:18.009375,78,57,51,15,50,91,38,68,49,100,16,16,53,86,95,11,90,38,40,26,44,87,29,97,90,32,46,58,18,58,83,71,71,52,52,52,75,1,7,97,92,-87.83388111430835,-51.60931397027926
71,62,67,2098-02-09 07:09:03.000841,30,15,75,96,11,36,19,35,20,64,29,59,76,78,61,31,92,23,89,10,66,15,74,21,99,96,23,18,47,88,86,13,29,91,97,60,9,98,44,57,48,-3.8931087447928547,147.39763628229628
26,26,34,1937-01-10 04:29:45.007163,38,95,77,33,54,88,7,65,90,72,53,19,9,56,47,7,32,80,1,2,68,50,7,88,23,3,37,99,81,61,32,10,37,15,39,70,36,88,39,73,82,8.865787491066982,93.39128333587473
78,82,35,1995-05-25 05:37:52.009586,33,93,50,22,78,32,47,72,23,99,74,77,39,83,31,95,65,13,36,96,97,28,56,81,72,34,50,7,8,57,51,49,75,11,63,41,88,90,65,100,93,-40.111206830791076,39.250525074452725
48,70,14,1964-05-24 01:54:31.007015,35,16,70,36,54,44,40,13,49,45,37,28,23,45,31,81,3,73,98,81,13,13,42,77,69,4,61,94,35,68,89,93,97,72,94,53,11,49,92,32,60,-53.464433094714764,160.49264227749143
21,71,22,2059-03-22 10:03:09.003547,31,66,86,24,80,29,7,7,71,31,76,83,6,69,7,100,32,21,56,39,30,43,1,34,60,17,58,57,62,54,88,58,43,63,71,24,65,74,13,21,75,-73.72634560704954,-126.63155931649698
28,71,13,2069-10-22 21:43:25.008451,57,65,99,56,57,71,65,83,80,93,44,91,55,69,97,76,57,1,62,55,58,2,99,94,83,14,78,8,61,7,84,10,53,75,2,96,36,69,92,3,7,82.28731385876802,159.91483998994102
70,30,74,2065-05-26 22:36:28.004102,74,14,99,75,28,49,8,77,87,84,31,1,100,64,85,94,60,5,42,78,49,18,61,17,16,36,85,9,97,62,18,72,41,49,12,2,70,10,62,51,81,63.46628480523384,108.3322762228641
60,47,20,1958-03-01 20:29:46.007449,60,16,24,80,35,63,20,93,67,57,84,39,37,80,98,26,58,56,53,19,0,52,95,33,24,31,38,73,36,10,4,21,69,91,67,37,48,9,30,50,72,76.51543324882954,-177.81236939339763
52,54,60,1906-10-21 16:26:09.008704,62,20,92,100,49,73,8,14,46,96,38,53,32,13,51,49,43,64,12,89,70,6,7,60,81,89,43,13,3,54,65,18,14,8,20,95,78,25,65,69,12,20.685683035968225,106.66582240406825
58,67,35,2064-08-20 23:39:39.003142,47,61,68,82,24,63,50,49,75,54,70,80,8,42,7,65,1,14,13,86,45,71,51,50,78,22,15,3,29,90,86,18,59,40,60,78,96,1,50,1,57,85.7029225643384,123.16669963113071
18,16,26,2026-02-10 13:34:59.001878,18,75,55,22,32,45,49,69,5,31,62,42,99,42,81,98,8,69,46,31,60,55,12,1,83,13,16,32,38,51,78,77,52,40,4,74,100,50,21,61,3,-55.2308613550525,35.843473053303086
40,2,77,1984-11-12 02:58:35.007922,90,81,82,12,56,67,100,71,32,71,78,25,42,25,98,4,9,85,70,33,34,94,83,71,9,84,17,99,39,81,88,26,62,20,23,7,16,92,60,43,15,77.66563779200808,35.998019702734894
86,57,90,1926-12-25 08:15:45.002751,85,15,51,48,25,95,53,86,52,77,94,11,92,28,95,16,41,6,59,13,58,21,82,94,1,71,80,44,61,11,67,5,22,63,8,28,83,78,85,1,59,74.14999954343273,-169.29153824631624
64,14,34,1917-11-25 08:19:16.005003,67,76,7,47,40,30,60,41,44,50,59,71,32,22,87,96,86,76,39,45,24,21,54,98,61,91,83,54,25,90,83,56,6,41,65,48,92,48,92,47,33,-66.96451301390732,29.122060913044834
81,59,74,2036-11-12 07:34:36.000839,13,46,93,73,22,2,5,30,4,9,59,45,54,20,74,87,14,19,37,45,1,36,91,89,23,92,95,59,11,64,21,84,61,49,15,41,11,19,78,77,43,-5.419362870570808,109.46387750846088
66,81,15,2054-05-14 14:18:04.009517,76,34,34,9,23,87,27,37,24,99,61,14,28,30,29,69,30,91,69,67,59,18,42,59,16,88,36,42,72,40,0,54,57,25,20,91,94,61,46,23,19,78.02393944915099,179.3436734402752
94,13,7,1949-12-07 17:37:07.008381,19,3,71,41,100,29,70,6,63,94,48,42,70,72,37,0,25,97,70,92,51,88,16,6,61,3,5,63,60,78,37,1,24,21,93,31,17,86,7,97,20,75.72650531847023,-109.95576785167951
39,10,37,2035-10-11 03:50:19.006223,85,9,66,100,27,75,25,52,18,8,80,19,14,79,60,83,53,93,31,38,64,26,9,49,31,27,70,61,60,34,9,95,87,60,79,63,33,69,46,18,12,-6.712372509824121,-56.571341338956046
75,55,69,2083-05-13 16:18:15.004913,49,37,15,67,86,88,41,55,76,57,35,100,18,84,42,95,25,31,97,56,50,64,84,59,97,20,78,34,38,10,91,29,25,66,85,78,81,1,87,40,33,-18.32794902841212,-34.237053212773134
99,27,49,1901-03-01 11:08:52.009121,36,95,40,3,49,26,86,56,12,47,73,38,97,98,22,68,26,68,33,4,11,89,11,84,15,48,63,1,11,31,62,86,84,41,20,9,90,67,64,82,78,-56.37186159092286,-178.494889779369
67,82,95,2037-06-02 05:11:47.005939,59,99,58,28,64,62,28,28,53,87,13,73,5,60,13,46,0,33,82,32,81,11,15,24,38,26,62,28,3,56,89,33,0,2,68,55,52,2,11,64,41,-29.11244027378784,-173.7516652650344
37,94,83,1994-11-16 07:42:56.004412,99,52,88,37,65,64,55,88,82,51,78,3,33,90,16,13,1,99,88,0,71,10,93,28,6,93,7,89,75,38,15,29,6,22,42,33,35,10,69,38,100,-54.153552056500864,177.8786404882997
47,92,46,1900-01-16 08:07:42.009393,40,6,96,29,31,32,98,50,77,23,91,65,30,58,86,81,30,58,17,68,72,63,81,11,64,85,57,12,18,62,56,81,53,49,92,37,82,9,52,17,6,-38.41718132933343,-89.20460873957816
92,94,28,2015-02-24 16:12:17.008497,48,86,32,17,10,24,57,61,4,6,68,35,38,72,27,38,91,39,39,69,0,78,82,96,74,41,77,84,22,85,47,6,42,84,61,14,86,18,52,52,88,0.48952562307992764,111.32702877869019
17,98,29,1998-12-11 13:52:18.007888,83,73,81,21,47,78,1,58,30,12,30,2,58,56,2,89,85,26,65,65,52,24,98,71,84,60,41,45,43,16,18,51,12,87,16,45,49,46,55,49,32,44.83550846121594,-158.744595062839
85,18,29,1964-01-09 23:47:25.003890,9,78,1,83,88,44,25,46,26,67,63,78,92,29,47,92,18,45,40,66,5,50,98,96,59,77,58,85,25,12,39,54,56,79,94,17,65,21,79,45,38,15.188504792337724,5.343630827738849
90,54,14,2002-09-06 20:22:21.007446,16,65,67,33,21,37,21,46,36,98,69,58,86,82,43,37,55,67,4,29,23,39,88,25,69,84,46,29,25,31,97,3,39,23,27,51,4,21,28,67,35,-46.209410534207734,73.81411017751915
90,26,96,1918-01-02 18:02:58.002491,51,92,9,76,44,7,33,56,45,43,88,47,28,96,49,65,80,4,10,46,92,77,60,38,53,62,78,75,32,21,9,53,41,15,70,37,46,6,41,46,70,-68.97987361229525,127.08270489917709
19,84,34,2007-07-13 08:03:09.000261,26,8,43,16,52,89,0,57,37,25,53,38,70,25,81,79,6,94,39,27,20,10,5,43,69,50,11,81,32,27,81,60,99,16,7,31,92,3,49,34,33,-41.26830332252593,-43.57609424952983
46,15,9,2094-07-19 07:14:54.008788,2,48,66,73,93,45,38,32,47,32,26,45,78,41,7,20,29,65,3,75,28,98,63,71,74,54,22,0,18,15,59,38,31,57,59,18,83,39,70,23,54,-84.07754378289424,-141.38413384747423
23,69,99,1907-09-08 14:47:57.008012,63,62,46,99,24,33,95,69,58,15,51,8,62,5,11,24,50,4,51,84,5,66,45,2,89,76,56,32,71,4,27,87,90,63,3,79,40,48,66,36,39,-4.952472722997072,-107.7001577961339
80,66,77,2058-10-03 08:38:09.004984,87,41,28,65,58,99,52,99,43,60,45,70,76,18,37,87,95,99,9,31,39,71,96,46,42,42,23,50,43,31,4,48,41,80,74,10,93,94,37,18,61,64.08452278220824,-136.35522415377665
